,0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9,name
0,43.26661530556788,0.0,128.0,190.25246384738358,91.21403400793105,80.22468448052632,399.80495244556437,67.20119046564577,401.64163130830946,395.2163964209987,376.43060449437417,315.08728949292765,235.2870587176439,32.55764119219941,336.1487765856065,355.9831456684432,213.10091506138588,139.9428454762872,raja_left
1,36.0,0.0,351.29474803930674,172.6962651593832,283.0194339616981,354.0,42.7551166528639,36.0,43.26661530556788,264.9150807334305,56.320511361314885,110.63453348751464,165.74679484080528,292.80027322391624,332.41540277189324,336.3093813737583,171.0204666114556,277.8488797889961,raja_left
2,48.0,0.0,355.44338508403837,161.04657711357916,277.04151313476467,354.0,48.66210024238576,48.66210024238576,53.66563145999496,48.373546489791295,56.320511361314885,100.89598604503551,160.11246047700345,48.0,153.0620789091799,233.238075793812,159.24823389915503,278.88348821685366,raja_left
3,54.0,0.0,350.2913073429028,155.24174696260025,276.4633791300396,348.36762191684807,56.320511361314885,54.589376255824725,62.76941930590086,62.76941930590086,56.320511361314885,100.89598604503551,154.50566332662373,48.373546489791295,145.12063946937388,224.7220505424424,159.24823389915503,280.1428207182901,raja_left
4,48.0,0.0,351.29474803930674,153.37535656030275,270.4736586065268,354.3613974461665,56.320511361314885,54.589376255824725,57.68882040742383,53.66563145999496,56.320511361314885,100.89598604503551,154.50566332662373,48.0,137.18600511714013,224.7220505424424,153.37535656030275,280.1428207182901,raja_left
5,54.0,0.0,350.2913073429028,149.45233353815524,271.0645679538364,348.0919418774298,54.589376255824725,60.53098380168623,59.09314681077663,59.09314681077663,48.0,96.33275663033837,146.10954794263102,48.373546489791295,120.59850745345068,224.32119828495925,151.90786681406598,265.93232221751464,raja_left
6,54.0,0.0,350.2913073429028,147.5127113166862,271.0645679538364,348.0919418774298,56.320511361314885,54.589376255824725,57.68882040742383,59.09314681077663,48.373546489791295,100.89598604503551,146.10954794263102,48.0,120.59850745345068,216.33307652783927,151.90786681406598,267.0131082924582,raja_left
7,54.0,0.0,344.3312358761545,149.45233353815524,259.1138745802702,336.38073666605817,62.096698785040104,60.53098380168623,62.76941930590086,56.320511361314885,48.0,96.33275663033837,140.4563989286355,48.373546489791295,128.56126943990557,216.08331726442933,145.9863007271573,256.5306999171834,raja_left
8,54.0,0.0,343.49381362697056,149.45233353815524,259.97692205270835,342.37406443829826,56.320511361314885,60.53098380168623,53.66563145999496,59.09314681077663,48.0,91.21403400793105,140.4563989286355,48.0,129.2594290564522,224.32119828495925,145.9863007271573,255.15485494107293,raja_left
